PP,C,timestamp,Squality,Sneutral,Shappy,Ssad,Sangry,Ssurprised,Sscared,Sdisgusted,Svalence,SyHeadOrientation,SxHeadOrientation,SzHeadOrientation,SmouthOpen,SleftEyeClosed,SrightEyeClosed,SleftEyebrowLowered,SleftEyebrowRaised,SrightEyebrowLowered,SrightEyebrowRaised,SgazeDirectionForward,SgazeDirectionLeft,SgazeDirectionRight,SAu01_InnerBrowRaiser,SAu02_OuterBrowRaiser,SAu04_BrowLowerer,SAu05_UpperLidRaiser,SAu06_CheekRaiser,SAu07_LidTightener,SAu09_NoseWrinkler,SAu10_UpperLipRaiser,SAu12_LipCornerPuller,SAu14_Dimpler,SAu15_LipCornerDepressor,SAu17_ChinRaiser,SAu20_LipStretcher,SAu23_LipTightener,SAu24_LipPressor,SAu25_LipsPart,SAu26_JawDrop,SAu27_MouthStretch,SAu43_EyesClosed
PP19,1,20121019T142000000,0896780197,0186167544,175E-04,0554524954,0035980618,0003875186,481E-04,0044101832,-0566533997,-1214252246,-9680064125,-1917115759,0112676056,0,0253521127,0014084507,0478873239,0309859155,0,0549295775,0366197183,0028169014,1225352113,0,014084507,0,0,1154929577,0478873239,0352112676,0,0028169014,1,0,0,0169014085,0,023943662,0225352113,0,0
PP19,1,20121019T142100000,088773205,0522399939,0009098801,0101891267,0007506412,0083672334,0001901468,0098179648,-0143892645,-1074878967,-8084380205,-038499468,0432748538,0292397661,014619883,0035087719,0555555556,0128654971,0,0596491228,0169590643,001754386,1561403509,0637426901,0631578947,0,0052631579,0432748538,065497076,0543859649,0,0175438596,049122807,0520467836,0005847953,0052631579,0,1093567251,0035087719,0128654971,0959064327
PP19,1,20121019T142200000,0899684164,0582496649,0002643109,0219905604,0022106552,0004186586,839E-05,0029731495,-022319162,-1381598441,-9901816428,-1045168957,0076271186,0033898305,0012711864,0029661017,0805084746,0156779661,0046610169,0728813559,025,0004237288,0961864407,0012711864,0144067797,0,0,0525423729,0639830508,0427966102,0,0025423729,0491525424,0402542373,0,0224576271,0,0194915254,0,0211864407,059322034
PP19,1,20121019T142300000,0867562448,0478837905,0003721685,0199820567,0016890209,0013791729,291E-04,002272358,-0198791108,-7993490395,-7779825825,-1037985334,0408759124,0124087591,0087591241,002189781,0416058394,0211678832,000729927,0773722628,0160583942,0,2087591241,0277372263,0773722628,0,0,0379562044,0437956204,0262773723,0,003649635,0445255474,203649635,0,0131386861,002189781,0868613139,0,0824817518,0467153285
PP19,1,20121019T142400000,0882872927,0385597263,0007668871,014078992,0048887442,0011140547,0010871332,0045781548,-0170259532,-9441917168,-8996044606,-036322227,0414414414,0112612613,0076576577,0004504505,0617117117,0315315315,0013513514,0527027027,0364864865,0013513514,122972973,0779279279,0702702703,0,0018018018,0315315315,0599099099,0644144144,0,0031531532,0635135135,0324324324,0,0540540541,0,1072072072,0027027027,0265765766,0463963964
PP19,1,20121019T142500000,0891767629,0716505473,0009332399,0038425844,0003906848,0004844874,138E-04,0055841201,-006187908,-8641705098,-6891570858,-12440351,0630769231,0030769231,0030769231,0,0446153846,0015384615,0030769231,08,0076923077,0,12,0476923077,0353846154,0,0,0676923077,0430769231,0461538462,0,0,0138461538,0523076923,0061538462,0107692308,0,1476923077,0,0861538462,0246153846
PP19,1,20121019T142600000,0830041007,05740632,0005609608,0009414539,0143136953,0009570485,110E-04,0007953612,-0140030681,-803254715,-9861700175,-1370852938,0975,0,02,005,0075,0375,0,0525,0425,0025,0025,0,12,0,0,045,0,0,0,0,045,0,0,0,0,295,0,0,045
PP19,1,20121019T142700000,085598208,0400516062,0020795991,0156213514,0014323991,0016970113,567E-05,0115311249,-0183380289,-5713025513,-7706388036,-051655711,025,0,0035714286,0,0357142857,0089285714,0,0910714286,0035714286,0,0892857143,0464285714,0910714286,0,0053571429,0696428571,0535714286,0910714286,0,0125,0714285714,0589285714,0017857143,0321428571,0017857143,0375,0,0625,0142857143
PP19,1,20121019T142800000,080111518,029351354,0010723623,0166287908,0007195829,0004457245,459E-04,010077446,-0169461532,-392749646,-62440911,095584878,08,0,02,02,03,03,0,07,02,0,12,0,15,0,0,05,03,1,0,0,06,14,0,0,0,24,0,0,03
PP19,1,20121019T142900000,0868813808,061609726,0018078624,0142339753,0006645415,0024271331,359E-04,0050991878,-0130861561,-1069737225,-3859038631,0299096567,0564102564,0230769231,0,0,0282051282,0333333333,0051282051,0371794872,0269230769,0025641026,1294871795,0192307692,0987179487,0371794872,0,0641025641,0384615385,0269230769,0,008974359,0666666667,0,0051282051,0487179487,0,1512820513,0,0,0346153846
PP19,1,20121019T143000000,0842571562,0323598938,0003530003,0298117971,0038633541,0013680454,0001272697,0018661005,-0300569944,-802546341,-8766406282,1736485931,058974359,0512820513,0102564103,0076923077,0025641026,0102564103,0,0717948718,0128205128,0,0846153846,0384615385,1205128205,0,0,0076923077,0076923077,0128205128,0,0102564103,1358974359,1794871795,0,0,0,1538461538,0076923077,0,1435897436
PP19,1,20121019T143200000,0835605408,0434007335,0003567538,0101363374,0029624678,0015369043,777E-04,0009636637,-0115083196,-1604922999,-1141014654,1622733808,0187096774,0258064516,0129032258,0032258065,0619354839,0219354839,0141935484,0477419355,0425806452,0019354839,0419354839,0232258065,0516129032,0161290323,0,0541935484,0174193548,0129032258,0,0019354839,0129032258,0193548387,004516129,0490322581,0,0541935484,0,0,0122580645
PP19,1,20121019T143300000,087608031,0271509844,0004313021,0104411314,0024563594,0222308178,511E-04,0148034978,-0232789772,-8841073479,-7653410958,0113589828,0625,0541666667,0229166667,0020833333,0270833333,0166666667,0,0458333333,0166666667,0020833333,1458333333,1520833333,2,0,0020833333,0104166667,0875,0458333333,0,0,0166666667,0458333333,0,0041666667,0,2354166667,0583333333,0,0395833333
PP19,1,20121019T143400000,0847262721,0577074013,0003575933,0075805751,005279725,0004376551,611E-04,0029146193,-0105890706,-1519827209,-1421308698,000535139,0244186047,0011627907,0,0,088372093,0011627907,0,0325581395,061627907,0,038372093,0046511628,0465116279,0,0,0872093023,011627907,0127906977,0,0034883721,0127906977,0058139535,0162790698,0406976744,0,0674418605,0034883721,0,0174418605
PP19,1,20121019T143500000,0808793126,0510589131,0021814639,0107137125,0018676135,0028826838,0002036083,0058291581,-011551218,-5223029292,-7953225512,-0338851339,018,013,005,003,032,016,0,06,029,006,103,022,142,0,0,083,056,03,0,004,01,284,003,055,002,054,002,0,046
PP19,1,20121019T143600000,0839098488,0423254606,0004553624,0185453595,0039030521,0005751295,776E-05,0078039339,-0253626348,-8608846053,-9811954748,173154593,0404109589,0239726027,0006849315,0,0404109589,0075342466,0047945205,0616438356,0328767123,001369863,101369863,0,1143835616,004109589,0,0376712329,0280821918,0232876712,0,0,048630137,1952054795,0164383562,0301369863,0,1102739726,0,0095890411,0349315068
PP19,1,20121019T143700000,0879925513,0460026978,0008775603,0232939548,001041251,0007021074,171E-04,0016134161,-022623613,-1080527678,-8938188986,-040642511,0325966851,0027624309,0,0,082320442,0055248619,0,064640884,0287292818,0011049724,1397790055,0011049724,0552486188,0,0,029281768,0016574586,0011049724,0,0022099448,082320442,1193370166,0016574586,0038674033,0,0762430939,0,0198895028,0110497238
PP19,1,20121019T143800000,085413892,0494992606,0006450586,0178523135,0011434336,0014055906,182E-04,0044672733,-0177788926,-1356996956,-9319265625,-0841757984,0203125,00390625,0015625,0,0578125,01640625,0,06953125,0234375,0015625,17109375,0,07109375,00078125,0,0671875,0328125,02734375,0,0,04921875,0765625,0,01640625,0,0453125,00546875,0140625,0390625
PP19,1,20121019T143900000,0892763513,0543857661,0005410372,0156322151,0015917518,0006613604,104E-04,0030032705,-0161885086,-9998275818,-7552833093,-0564177183,0158536585,0097560976,0006097561,0036585366,0231707317,012804878,0006097561,0817073171,012195122,0024390244,1103658537,0012195122,1353658537,0,0054878049,0530487805,0207317073,0030487805,0,0,0268292683,162195122,0,0012195122,0006097561,031097561,0006097561,0036585366,0115853659
PP19,1,20121019T144000000,0894219247,0647198195,0002143207,0187313095,0012001747,0009278059,683E-05,0034723193,-0193327285,-144021647,-8018850258,-1089928602,0104477612,0074626866,0024875622,0,0577114428,0303482587,0,0905472637,0049751244,0004975124,0905472637,0134328358,0895522388,0,0,0268656716,0313432836,0149253731,0,0109452736,0323383085,0303482587,0029850746,0348258706,0064676617,0218905473,0,0179104478,0303482587
PP19,1,20121019T144100000,089733452,0753355475,0008019705,0139790446,0008439418,0005488657,973E-05,0001354564,-0131959475,-1955728357,-1033276479,-1358101316,0107692308,0015384615,0015384615,0,0723076923,0292307692,0005128205,0651282051,0307692308,0,0394871795,0148717949,0215384615,0,0,0194871795,0,0,0,0133333333,0123076923,0364102564,0,0051282051,0020512821,018974359,0,0441025641,061538462
PP19,1,20121019T144200000,0893313282,0631391595,0001667346,0087813302,0006679254,0131071769,624E-04,0039726914,-0107188484,-7452222666,-9926532692,0295257152,0397260274,0438356164,0328767123,0020547945,0294520548,0150684932,002739726,0602739726,0246575342,0,2171232877,1219178082,1308219178,0,0,0102739726,0828767123,0643835616,0,0369863014,05,0369863014,0,002739726,0,0924657534,0047945205,0095890411,1465753425
PP19,1,20121019T144300000,0884298047,0453544813,0031128019,0179605922,0021220762,0005793803,223E-04,0042056637,-0176612927,-7956664765,-7172812913,-0104564911,0496688742,0112582781,0086092715,0086092715,0470198675,0066225166,0086092715,0874172185,0072847682,0,1370860927,0476821192,0933774834,0,0086092715,0264900662,0629139073,0397350993,0,0033112583,0549668874,1801324503,0052980132,0125827815,0,1350993377,0066225166,0927152318,0390728477
PP19,1,20121019T144400000,0849985841,0222855642,0018071546,0237273438,0003563892,0080799371,0004540104,0128540136,-023500598,266200685,-1128950876,000356957,0552845528,0447154472,0219512195,0,0642276423,0040650407,0317073171,0520325203,0414634146,0032520325,2780487805,1772357724,0634146341,0,0016260163,0073170732,2447154472,1829268293,006504065,0,187804878,0170731707,0,0219512195,0,1788617886,0,0918699187,1113821138
PP19,1,20121019T144500000,0906903661,0754766791,0055086051,0030648442,0004680303,0003979401,529E-04,0045731835,0001065792,-9906177392,-7632511761,-0441891337,0674846626,0024539877,0024539877,0,0484662577,0085889571,0036809816,0742331288,0190184049,0006134969,2024539877,0,0773006135,0,0036809816,1018404908,027607362,0226993865,0036809816,0,0122699387,0343558282,0067484663,0067484663,0,1699386503,0,0061349693,0110429448
PP19,2,20121019T150500000,0878873495,0602582898,0015387857,0237741772,000857479,0036026523,352E-04,0002320076,-0224580509,-1111267979,-1130487026,-2259526126,0093023256,0093023256,0023255814,0488372093,0023255814,0139534884,0,0651162791,0023255814,0,011627907,0,0953488372,0,0279069767,0,0,0255813953,0,011627907,088372093,0,0023255814,0325581395,0,0162790698,0069767442,0,0627906977
PP19,2,20121019T150600000,087588938,0529919611,0265315155,0059716926,0037641909,0010550462,111E-04,0001965742,018773029,-1866718558,-106839353,-4100612592,0,0292682927,0280487805,0134146341,0256097561,0207317073,0024390244,0634146341,0024390244,006097561,0073170732,0097560976,0024390244,0,0097560976,0548780488,0,0097560976,0646341463,0024390244,0024390244,0,0,0012195122,0012195122,0,0,0,1707317073
PP19,2,20121019T150700000,0795520926,0398773962,0086113313,015249935,002775007,0021912177,202E-04,0047373638,-0101155751,-3851598118,-3226245124,-1853027581,0552631579,0276315789,0052631579,0197368421,0078947368,0381578947,0065789474,0789473684,0026315789,0078947368,0973684211,0842105263,1776315789,0039473684,0,0118421053,1078947368,0368421053,0092105263,0671052632,0526315789,1539473684,0,0039473684,0,1210526316,0,0776315789,0342105263
PP19,2,20121019T150800000,0875425169,0637485938,0053936834,0060854225,0029344047,0003542231,440E-05,0021191824,-0027044396,-1664775028,-3335671735,-3598285871,0031531532,0108108108,0099099099,0378378378,0238738739,0378378378,0004504505,0882882883,0,0018018018,0067567568,0,0855855856,004954955,0063063063,1234234234,0022522523,0067567568,0,0045045045,0126126126,1234234234,0,0855855856,0,0045045045,0,0,0166666667
PP19,2,20121019T150900000,0869151044,0520985868,0039020518,0080646462,001608224,0006244301,796E-05,0023942036,-0053351259,-1523588809,-4331940755,-571773702,0164502165,0064935065,0060606061,0186147186,0164502165,0108225108,0051948052,0852813853,0017316017,0,0207792208,0090909091,038961039,0025974026,0155844156,0653679654,0203463203,0272727273,0,019047619,041991342,1359307359,0138528139,0095238095,0,0385281385,0,0,054978355
PP19,2,20121019T151000000,0850517392,0388786638,0018541343,0182678834,0050367609,00027724,273E-05,0020326582,-0176575614,-1244131658,-5402593864,-7985072089,0004310345,0021551724,0185344828,0547413793,0293103448,0107758621,0004310345,0896551724,0030172414,0,0215517241,0004310345,1672413793,0,0,0948275862,0715517241,0607758621,0,0370689655,1409482759,2137931034,0,1267241379,0,0004310345,0,0,0456896552
PP19,2,20121019T151100000,0858496682,0360148408,0047831948,0328494373,0029042426,0003798323,150E-04,012653684,-0326292874,-6315501166,-818151558,-6550251197,0155172414,000862069,0086206897,0426724138,0,0650862069,0,0521551724,036637931,0025862069,0137931034,0469827586,1314655172,0,000862069,1551724138,0431034483,0198275862,0,0396551724,0724137931,2327586207,0,0793103448,0047413793,0323275862,0004310345,0086206897,0362068966
PP19,2,20121019T151200000,0889684297,0544702339,0042714324,0075206898,0038924239,0001856391,235E-05,0043132585,-0067378061,-2331584515,-4075546598,-6690753042,0,0012711864,0004237288,038559322,0,081779661,0,0898305085,0,0004237288,0038135593,0,0478813559,0,0025423729,1572033898,0453389831,0351694915,0,0199152542,0491525424,0618644068,0,136440678,0,0,0,0,080508475
PP19,2,20121019T151300000,0780442504,0329424632,0026492449,0230895643,0092552085,0004273027,294E-06,0009855494,-0222857976,-8292003737,-4309303361,-3750927352,0080717489,0,0004484305,0771300448,0,0708520179,0,0923766816,002690583,0,0013452915,0,2103139013,0,0,0730941704,002690583,000896861,0,0130044843,1417040359,0905829596,0,031838565,0130044843,0125560538,0,0058295964,058295964
PP19,2,20121019T151400000,0857511961,00130257,930E-05,0407597443,0013473827,173E-04,375E-06,0447886719,-0562261325,5341786393,-1439607607,1541800378,0,0015075377,0,0894472362,0,016080402,0035175879,0261306533,0527638191,0,0150753769,0,1190954774,0,0713567839,2125628141,1005025126,3854271357,0,0,4457286432,4271356784,0,1286432161,0035175879,0,0,0,020100503
PP19,2,20121019T151500000,0872639693,0408191041,0013124968,0155393169,0021569542,0005325655,650E-05,0124603862,-0210570856,-1080394868,-3407706152,-2388425854,0255813953,015503876,0,0674418605,0069767442,0705426357,0,0720930233,0023255814,0085271318,007751938,0170542636,1480620155,0,0046511628,1085271318,0550387597,0899224806,0046511628,0,092248062,0775193798,0356589147,0418604651,0,0596899225,0,0,0139534884
PP19,2,20121019T151600000,0494565867,0127998147,009366254,001026184,0045555117,0001989173,343E-05,204E-05,0048107423,-1713171333,17833657,1230931,0,0,0666666667,0333333333,0,0666666667,0,0,0,0,0,0,3,0,0,0,0,0666666667,0666666667,1333333333,0,2333333333,0,0,0,0,0,0,3333333333
PP19,2,20121019T151700000,0801745501,0260499042,0008159465,0051307002,0175866774,000664274,0002626957,0130941164,-022999289,-8989191104,-7574197556,2844863127,0649484536,0505154639,0010309278,0216494845,006185567,0391752577,0268041237,0701030928,0,0010309278,0010309278,0319587629,181443299,0,0,006185567,2,206185567,0,0,0103092784,006185567,0,0175257732,0,2030927835,0,0051546392,0226804124
PP19,2,20121019T151800000,086171824,0348033019,0017901921,0268217449,0008444189,0003993716,759E-04,0126669499,-0293140193,-711652338,-8075230797,1310668066,0364640884,0386740331,0022099448,008839779,0110497238,0154696133,0104972376,0662983425,0154696133,0005524862,0751381215,0044198895,1154696133,0,0033149171,0110497238,1198895028,1060773481,0,0121546961,1132596685,0806629834,0027624309,0138121547,0,0906077348,0,008839779,0414364641
PP19,2,20121019T151900000,0854882419,0426002341,000450097,0099885604,0031156288,0004354022,307E-05,0093994151,-0161453576,-8870400052,-6042794414,-1463010614,0333333333,0080246914,0049382716,0012345679,0419753086,0191358025,0012345679,0845679012,0080246914,0012345679,1203703704,0043209877,1716049383,0,0098765432,0456790123,1586419753,0586419753,0,0154320988,0956790123,1796296296,000617284,0444444444,0018518519,0796296296,0,0283950617,0154320988
PP19,2,20121019T152000000,0906870355,059087375,0006158432,007255079,0004328254,0013918653,887E-04,0100848233,-014559337,-188335105,-2486473,-10739271,0397058824,031372549,0102941176,0044117647,0504901961,0289215686,0034313725,0789215686,0004901961,0083333333,031372549,0387254902,0495098039,0,0,0343137255,0642156863,0671568627,0,0019607843,0166666667,0039215686,0004901961,1171568627,0,1274509804,0014705882,0039215686,0666666667
PP19,2,20121019T152100000,0865619836,074360066,0034805311,0024161391,0001951054,0043660957,135E-04,0045417888,-00309065,-1666623514,-4152452053,-2930780045,06,0,0,0115555556,0173333333,0431111111,0,0702222222,0266666667,0008888889,0484444444,0,116,0004444444,0,0417777778,0182222222,0346666667,0,0044444444,0004444444,1248888889,0,0013333333,0,1475555556,0035555556,1608888889,08888889
PP19,2,20121019T152200000,0890977416,0678064073,0003678139,0104178235,0011545983,000750699,492E-04,0108089977,-0164772452,-1470514087,-6115374955,-0093132194,0291866029,0210526316,0023923445,0057416268,0282296651,0177033493,0019138756,076076555,0124401914,0019138756,0511961722,0062200957,0655502392,0004784689,0,04784689,0741626794,0775119617,0,0138755981,0631578947,0071770335,0,0004784689,0004784689,0645933014,0004784689,0,0377990431
PP19,2,20121019T152300000,0898843482,0640284051,0006261041,0043378796,0013582372,0003194061,819E-05,0105765678,-0116956151,-1086185272,-6759850596,-0502213214,0331707317,0058536585,0004878049,0,0419512195,0034146341,0,0917073171,0019512195,0034146341,0682926829,0029268293,1102439024,0,0004878049,1117073171,0819512195,0897560976,0,0243902439,1117073171,0009756098,0034146341,0029268293,0,0746341463,0,0058536585,058536585
PP19,2,20121019T152400000,0858488398,0393601083,0001022986,0063467154,0066750487,0005367043,715E-05,0181632757,-0260079034,-6530893457,-7595690377,-0887526734,0441558442,012987013,0077922078,0032467532,0324675325,0064935065,0051948052,0824675325,0084415584,0032467532,0818181818,0090909091,1623376623,0,0,0967532468,2064935065,161038961,0,0123376623,1415584416,0,0,0058441558,0,0915584416,0,0012987013,0396103896
PP19,2,20121019T152500000,0868024237,043475012,0010069798,0171314719,004316861,0005375004,0001325288,0048481869,-0219616318,-1046860807,-7670612406,0314661338,0360576923,0485576923,0038461538,0033653846,025,0110576923,0235576923,0774038462,0072115385,0014423077,16875,0168269231,1490384615,0,0091346154,0442307692,0639423077,0567307692,0,0451923077,0706730769,1158653846,0009615385,0298076923,0009615385,0822115385,0028846154,0,0192307692
PP19,2,20121019T152600000,0888130633,0572824639,0002280883,014035569,0009926671,0015537959,600E-04,0116246251,-0208170333,-9221185598,-8096596727,-1157006782,0394736842,0273684211,0068421053,0052631579,0331578947,0073684211,0047368421,0736842105,0121052632,0010526316,1136842105,0294736842,0810526316,0084210526,0005263158,0473684211,1310526316,1242105263,0,0184210526,0873684211,0010526316,0,0157894737,0,1257894737,0021052632,0,0557894737
PP19,2,20121019T152700000,0888138966,0767750802,0005917862,0062634817,000437453,0007297595,183E-04,0039103011,-0070431722,-1476099366,-1070090256,1482553194,034375,0232142857,0017857143,0008928571,0267857143,0040178571,009375,0584821429,0223214286,0008928571,1169642857,0,0651785714,0,0,0888392857,0544642857,0433035714,0,0339285714,0625,0,0,0383928571,0044642857,0830357143,003125,0013392857,0482142857
PP19,2,20121019T152800000,0886480905,0657660907,0003872214,0128997618,0008214935,0012828045,218E-04,0073678775,-0158659106,-9169517163,-1045964783,-0227981437,0094170404,0062780269,0035874439,0022421525,0403587444,0022421525,000896861,0529147982,0448430493,0,1242152466,0035874439,0479820628,001793722,0,0964125561,0596412556,0623318386,0,0206278027,1372197309,0,0,0080717489,0,0179372197,0058295964,000896861,0139013453
PP19,2,20121019T152900000,0890514928,0460832188,0041424165,0220886474,0021758844,0011995134,985E-05,0037166802,-0199417862,-1056559809,-8825826798,-024315196,0267379679,0048128342,0048128342,0016042781,0187165775,0026737968,0,0481283422,0427807487,0,0497326203,0016042781,0967914439,0,0,1203208556,0203208556,022459893,0,0016042781,1577540107,1582887701,0,0352941176,0,0684491979,0,0064171123,0427807487
PP19,2,20121019T153000000,0912745413,0784552072,0006020593,0081570647,0005149597,0003570727,427E-04,0010824181,-0081139762,-1787578036,-923103031,-0418515206,0192118227,0192118227,0,0039408867,0418719212,0009852217,0103448276,0802955665,0049261084,0,0443349754,0,0192118227,0,0,1206896552,0073891626,00591133,0,0004926108,042364532,0251231527,002955665,0024630542,0,0408866995,0,00591133,039408867
PP19,2,20121019T153100000,0916977332,0780588666,0003648218,0058578267,0029629902,0005625293,851E-05,0025372763,-0085888356,-1960831714,-9980087453,-0946979685,016509434,0037735849,0023584906,0014150943,0523584906,0061320755,0009433962,0726415094,0254716981,0004716981,0259433962,0028301887,0443396226,0,0,0245283019,0575471698,0254716981,0,0023584906,0382075472,0089622642,0,0141509434,0,0316037736,0018867925,0,0141509434
PP19,2,20121019T153200000,0898288363,05441923,0027346479,0095624001,0022469596,000640761,141E-04,010106692,-014076964,-1060858957,-7923607099,-1651293323,0240506329,0050632911,0018987342,0006329114,0151898734,0094936709,0006329114,0740506329,0151898734,0012658228,0436708861,0012658228,0930379747,0063291139,0006329114,1215189873,0556962025,0436708861,0037974684,0006329114,0348101266,064556962,0,0569620253,003164557,0518987342,0,0411392405,0183544304
PP19,2,20121019T153300000,0884569377,071074045,0006802215,0132296487,0007465651,0022081185,933E-04,0027397618,-0132278056,-1498440167,-1210004781,101122346,0216814159,0433628319,0026548673,0101769912,0190265487,0163716814,0008849558,0438053097,0168141593,0,0446902655,0225663717,064159292,0,0008849558,0672566372,0221238938,0199115044,0,0008849558,0730088496,0154867257,0,0190265487,0,0553097345,0,0061946903,0482300885
PP19,2,20121019T153400000,090579755,0734465994,0007749231,0047967877,0016893225,000778795,611E-05,0022249895,-0052980832,-8085431507,-979129413,-2079865824,0492753623,0057971014,0033816425,0,0420289855,0028985507,0,0536231884,0376811594,0,0768115942,0,038647343,0,0,1062801932,0173913043,0149758454,0,0048309179,1497584541,0458937198,0014492754,0120772947,0024154589,1086956522,0,0004830918,0222222222
PP19,2,20121019T153500000,0883097771,072806645,0035165997,0030135555,0026615388,0020947446,974E-05,0005365372,-0013182544,-9955924334,-9994425788,-1846407962,0328828829,0518018018,018018018,0058558559,0432432432,0247747748,0022522523,0414414414,0283783784,0004504505,027027027,031981982,0486486486,0,0063063063,0364864865,0085585586,0027027027,0099099099,0220720721,0405405405,0013513514,0,0292792793,0,0756756757,0,0108108108,14504505
PP19,2,20121019T153600000,0901292637,0722974035,0045488164,0045542487,0007024681,0025549022,730E-05,0014019088,-0005649769,-1612355061,-9565948081,-1128996662,045754717,0028301887,0047169811,0018867925,0273584906,0066037736,0,0636792453,029245283,0,0547169811,0,0580188679,0,0,0490566038,0221698113,0113207547,0,0188679245,025,0301886792,0,0169811321,0,125,0,1155660377,0141509434
PP19,2,20121019T153700000,0921199143,0784135551,0038459289,0048184742,0007179883,0015311139,184E-04,000579825,-0013076953,-1014314403,-1051550424,-0986849483,0350649351,0155844156,0073593074,0021645022,0242424242,0043290043,0,0510822511,041991342,0,1467532468,0017316017,0532467532,0,0004329004,0965367965,0004329004,003030303,0004329004,0952380952,0268398268,0,0112554113,0155844156,0,0891774892,0056277056,0,0696969697
PP19,2,20121019T153800000,092389893,0751537706,0005758175,0128829708,0016760805,0006973483,100E-04,0021335987,-0143494314,-1232826434,-105673734,-1019301129,0145299145,0034188034,0025641026,0,0209401709,0047008547,0012820513,0512820513,0423076923,0,0752136752,0,0474358974,0,0,0538461538,0252136752,0205128205,0,002991453,1200854701,0,0,0136752137,0,0329059829,0,0017094017,0175213675
PP19,2,20121019T153900000,0926138379,0764547048,0017492822,0042582994,000532876,0009894845,118E-04,0004413391,-0026482347,-1237984,-1070045725,-0789485293,0327659574,0072340426,0021276596,0034042553,054893617,0034042553,0,0468085106,0489361702,0,1195744681,0,0208510638,0,0,0191489362,0055319149,0004255319,0,0,0829787234,0,0,0493617021,0,0872340426,0114893617,0025531915,0191489362
PP19,2,20121019T154000000,0929371468,077135348,0006875036,004517001,0008385317,0004903158,748E-05,0004727493,-0042385167,-1205132197,-9890742203,0040121348,0268398268,0043290043,0017316017,0,0571428571,0017316017,0004329004,0670995671,0277056277,0,1060606061,0,0095238095,0,0,0528138528,0,0021645022,0,0008658009,1406926407,0,0,0194805195,0,0571428571,0,0,0225108225
PP19,2,20121019T154100000,0878395898,0597698973,0006290768,0184081293,0010397889,00122013,387E-05,0030807244,-01904771,-1089024414,-9889527956,-0313878234,0214634146,0097560976,0024390244,0009756098,0185365854,0053658537,0,0643902439,0243902439,0,072195122,0014634146,0697560976,0,0014634146,0234146341,0536585366,0243902439,0,012195122,1219512195,0365853659,0,0219512195,0029268293,0546341463,0004878049,0048780488,0351219512
PP19,2,20121019T154200000,0885612434,0642714184,0010585847,0130818632,002582479,0014805419,127E-04,0029042508,-0141524279,-7085162312,-1022922333,-0248583058,063592233,0155339806,017961165,0131067961,0116504854,0087378641,0004854369,0388349515,0504854369,0004854369,1160194175,0077669903,1038834951,0,0014563107,0470873786,0548543689,0359223301,0,0116504854,1334951456,0,0,0004854369,0,1597087379,0048543689,004368932,0951456311
PP19,2,20121019T154300000,0909804255,071130613,000279193,0169577983,0008503255,0020442685,232E-04,0010547855,-0167544757,-1030547624,-1083202839,029919802,0299516908,0115942029,0057971014,0038647343,0352657005,0,0,0599033816,0357487923,0,0632850242,0014492754,0125603865,0,0,0178743961,0173913043,045410628,0,0062801932,1207729469,0,0,0169082126,0,0821256039,0130434783,0,0724637681
PP19,2,20121019T154400000,0910542896,076573714,0022122946,0045881598,0008366023,002524613,249E-04,0019544724,-0036192083,-1487710626,-8518984782,-0677518329,0226415094,0056603774,0037735849,0028301887,0264150943,0094339623,0023584906,0745283019,0174528302,0009433962,0528301887,008490566,0627358491,0047169811,0018867925,0622641509,0136792453,0202830189,0,0033018868,0117924528,004245283,0,0136792453,0,05,0,0316037736,0386792453
PP19,2,20121019T154500000,0900846965,0660284624,0048183942,0160339184,0005850471,0013898555,586E-05,0011915405,-0112662423,-1666427506,-115977104,-0191380426,0151785714,0013392857,0022321429,0,0486607143,0022321429,0017857143,0428571429,0513392857,0,0772321429,0,0245535714,0017857143,0,0625,078125,0294642857,0,009375,0897321429,0,0,0424107143,0,0410714286,0,0433035714,053571429
PP19,2,20121019T154600000,0893058929,0708122803,0026034507,0114680572,0009218817,0012238631,111E-04,0014093453,-0095916757,-1070411395,-1087019474,-055391429,0380090498,0054298643,0049773756,0022624434,0171945701,0036199095,0,049321267,0466063348,0,0841628959,0,0429864253,0,0,0271493213,0176470588,0194570136,0036199095,0230769231,0705882353,0307692308,0,0312217195,0,1176470588,0045248869,0045248869,0642533937
PP19,2,20121019T154700000,0909599705,0734514208,0015169555,0059263556,0036372293,0005142081,550E-05,0013451544,-0056718256,-8572901353,-1057330656,-115025242,015,0013636364,0109090909,0081818182,0313636364,0022727273,0009090909,0372727273,0563636364,0004545455,0086363636,0,0404545455,0,0,075,0077272727,0081818182,0,0081818182,0963636364,0904545455,0,01,0172727273,0227272727,0077272727,0013636364,0381818182
PP19,2,20121019T154800000,0922047396,077928773,0006159395,0071871654,0011234279,0005669765,526E-04,0004207133,-0067990048,-1529773103,-1088103636,-1333954143,0245689655,0021551724,0,0,0306034483,0038793103,0,0620689655,0344827586,0,0211206897,0,0073275862,0,0,0474137931,0,0,0,0,0452586207,0125,0202586207,0086206897,0,0685344828,0,0,064655172
